id_vuelo,numero_vuelo,id_destino,aerolinea,precio_base,fecha_salida,capacidad_total,asientos_disponibles,modelo_avion
3134,FL256985,206,American Airlines,972.29,2026-05-19 19:00:57,213,206,Boeing 737
3135,FL832328,207,Avianca,616.17,2026-05-19 20:25:11,272,110,Boeing 787
3136,FL318298,90,Sky,1150.24,2026-05-19 22:22:17,268,11,Boeing 737
3137,FL208307,166,LATAM,522.75,2026-05-23 09:14:38,226,205,Airbus A350
3138,FL789500,137,LATAM,362.9,2026-05-27 14:39:41,372,176,Boeing 787
3139,FL660904,182,Sky,128.92,2026-05-25 22:40:32,177,0,Airbus A320
3140,FL305554,243,LATAM,753.71,2026-05-07 05:06:49,188,131,Boeing 737
3141,FL761746,257,Iberia,590.03,2026-05-10 21:20:27,230,216,Airbus A320
3142,FL724446,49,LATAM,154.0,2026-05-25 09:47:20,308,211,Airbus A350
3143,FL977545,194,American Airlines,136.07,2026-05-29 11:57:10,274,106,Boeing 787
3144,FL735364,159,Sky,318.2,2026-05-01 08:09:15,372,211,Airbus A350
3145,FL514016,264,American Airlines,962.92,2026-05-13 09:12:05,174,28,Boeing 787
3146,FL783672,44,Sky,1034.57,2026-05-18 06:35:05,265,147,Boeing 737
3147,FL127111,159,LATAM,901.68,2026-05-25 02:12:14,278,263,Boeing 787
3148,FL347204,268,Iberia,1063.52,2026-05-05 14:55:34,337,16,Airbus A320
3149,FL574955,19,Delta,632.04,2026-05-04 14:43:12,168,3,Airbus A350
3150,FL285745,75,Sky,313.73,2026-05-06 20:47:49,251,183,Boeing 737
3151,FL724483,183,American Airlines,846.14,2026-05-23 11:42:32,393,83,Boeing 787
3152,FL515396,47,Avianca,1187.12,2026-05-13 19:32:41,196,94,Boeing 737
3153,FL834362,196,Sky,610.61,2026-05-28 05:32:55,334,316,Boeing 737
3154,FL713605,112,American Airlines,103.18,2026-05-04 03:58:50,367,32,Boeing 787
3155,FL454787,286,Sky,217.32,2026-04-30 16:05:26,201,183,Boeing 737
3156,FL489245,114,Iberia,889.76,2026-05-21 00:17:55,154,144,Airbus A350
3157,FL842671,117,LATAM,1071.33,2026-05-20 04:26:11,266,126,Boeing 737
3158,FL634757,231,LATAM,959.88,2026-05-24 16:41:15,392,322,Boeing 787
3159,FL193366,187,Iberia,746.43,2026-05-10 03:16:05,372,5,Airbus A320
3160,FL758508,11,LATAM,421.46,2026-05-01 16:30:54,206,28,Airbus A350
3161,FL774220,47,American Airlines,672.84,2026-05-18 00:52:38,352,246,Airbus A350
3162,FL673702,288,LATAM,1122.92,2026-05-13 17:48:38,282,233,Airbus A320
3163,FL857394,266,Avianca,564.92,2026-05-05 08:38:53,216,78,Airbus A320
3164,FL666940,36,Avianca,818.88,2026-05-08 01:38:15,315,283,Airbus A320
3165,FL847685,54,Iberia,655.25,2026-05-04 06:40:11,365,29,Airbus A350
3166,FL723365,267,American Airlines,503.86,2026-05-07 16:59:50,388,240,Boeing 787
3167,FL512130,245,Iberia,694.62,2026-05-26 10:27:49,234,168,Airbus A350
3168,FL950069,273,Delta,481.06,2026-05-27 14:59:26,190,79,Airbus A350
3169,FL611284,108,Iberia,973.29,2026-05-28 16:40:08,212,132,Airbus A320
3170,FL349939,210,American Airlines,733.71,2026-05-25 23:35:32,276,53,Airbus A350
3171,FL365118,73,Iberia,912.04,2026-05-21 18:40:35,150,112,Boeing 787
3172,FL428193,98,Avianca,608.25,2026-05-21 20:24:12,162,133,Boeing 737
3173,FL333857,275,Avianca,970.61,2026-05-17 03:46:45,370,214,Airbus A320
3174,FL509294,300,Iberia,1052.63,2026-05-17 21:34:23,154,99,Airbus A350
3175,FL706105,228,LATAM,1042.74,2026-05-08 08:08:43,202,138,Boeing 787
3176,FL583184,74,American Airlines,1168.57,2026-05-13 14:59:34,215,13,Airbus A320
3177,FL987002,211,Delta,412.9,2026-05-21 09:19:47,303,24,Boeing 737
3178,FL580946,160,American Airlines,435.56,2026-05-27 05:56:23,313,65,Airbus A350
3179,FL434933,212,Sky,645.6,2026-05-24 01:41:53,365,23,Boeing 787
3180,FL212235,37,Delta,476.01,2026-05-07 19:50:17,315,204,Boeing 737
3181,FL223874,10,LATAM,456.72,2026-05-08 02:52:08,308,46,Boeing 787
3182,FL827468,294,Iberia,940.58,2026-05-08 12:02:26,192,6,Airbus A350
3183,FL124605,285,Iberia,1129.34,2026-05-05 10:53:42,285,164,Boeing 787
3184,FL411210,279,American Airlines,145.2,2026-04-30 19:30:16,359,231,Airbus A320
3185,FL810863,124,American Airlines,690.04,2026-05-16 08:36:43,301,270,Boeing 787
3186,FL610459,11,Avianca,608.69,2026-04-30 20:58:13,154,25,Boeing 787
3187,FL401032,42,Iberia,565.58,2026-05-26 00:13:15,286,2,Airbus A350
3188,FL541641,255,American Airlines,462.8,2026-05-07 12:45:00,337,68,Airbus A350
3189,FL997704,267,Iberia,797.11,2026-05-27 19:24:30,243,82,Boeing 787
3190,FL797022,209,Delta,271.77,2026-05-04 13:52:31,332,120,Boeing 787
3191,FL438246,241,Delta,272.16,2026-05-03 06:31:41,158,35,Boeing 787
3192,FL678701,205,LATAM,583.99,2026-05-20 16:02:52,363,256,Airbus A350
3193,FL874050,33,Delta,400.87,2026-05-26 04:13:54,153,61,Airbus A350
3194,FL497966,139,Avianca,207.18,2026-05-27 01:24:52,376,276,Airbus A320
3195,FL783850,76,Avianca,385.0,2026-05-28 03:01:48,363,56,Airbus A320
3196,FL598863,214,LATAM,537.2,2026-05-10 05:03:51,206,123,Boeing 787
3197,FL509564,212,Avianca,705.9,2026-05-19 14:57:46,333,99,Airbus A350
3198,FL177170,216,Avianca,648.92,2026-05-07 14:16:47,279,37,Airbus A350
3199,FL636142,63,Sky,142.62,2026-05-18 16:40:04,280,51,Boeing 787
3200,FL513279,167,LATAM,652.12,2026-05-05 17:10:28,155,57,Airbus A320
3201,FL659178,127,LATAM,332.84,2026-05-04 08:27:29,400,188,Airbus A350
3202,FL940159,224,Avianca,420.29,2026-05-19 19:19:44,276,165,Airbus A320
3203,FL481952,234,Avianca,907.32,2026-05-09 18:13:40,286,114,Airbus A320
3204,FL912979,187,LATAM,403.89,2026-05-06 13:38:16,191,187,Boeing 787
3205,FL675951,6,Sky,610.43,2026-05-29 19:44:32,152,78,Airbus A320
3206,FL313009,91,Iberia,448.99,2026-05-16 04:41:45,278,273,Boeing 737
3207,FL984914,142,LATAM,960.71,2026-05-02 20:46:59,285,178,Boeing 787
3208,FL395328,22,American Airlines,783.37,2026-05-12 13:08:50,333,242,Boeing 787
3209,FL231986,163,Iberia,481.64,2026-05-18 21:44:52,178,173,Boeing 787
3210,FL572691,208,Delta,784.04,2026-05-06 04:40:46,187,91,Airbus A320
3211,FL200502,224,American Airlines,772.55,2026-05-16 06:46:54,395,227,Boeing 737
3212,FL349762,187,Iberia,299.76,2026-05-02 20:09:00,206,140,Airbus A320
3213,FL997980,141,Iberia,282.95,2026-05-16 15:13:17,218,194,Airbus A320
3214,FL524596,270,Delta,1106.0,2026-05-09 16:28:22,344,187,Airbus A350
3215,FL162624,206,Avianca,965.85,2026-05-16 08:06:15,331,246,Boeing 737
3216,FL426787,255,Sky,494.2,2026-05-29 01:40:13,164,137,Airbus A350
3217,FL332165,139,Delta,333.0,2026-05-01 21:59:41,362,12,Airbus A320
3218,FL171001,251,American Airlines,596.47,2026-05-08 23:22:24,289,79,Airbus A350
3219,FL603333,210,Iberia,664.42,2026-05-04 21:03:45,222,117,Boeing 737
3220,FL308044,252,American Airlines,844.69,2026-05-28 08:02:54,194,66,Airbus A320
3221,FL724971,110,LATAM,736.19,2026-05-09 13:31:47,233,134,Boeing 737
3222,FL785075,271,Delta,1164.54,2026-05-20 00:26:05,245,190,Airbus A320
3223,FL266631,268,Delta,101.09,2026-05-10 13:33:21,191,191,Airbus A350
3224,FL929196,236,Delta,548.38,2026-05-08 07:20:08,293,45,Boeing 737
3225,FL146195,52,Delta,405.42,2026-05-23 20:04:16,397,49,Boeing 787
3226,FL886192,191,LATAM,276.16,2026-05-16 22:48:51,191,106,Boeing 737
3227,FL978126,75,American Airlines,153.13,2026-05-10 11:26:33,365,70,Airbus A350
3228,FL383719,95,American Airlines,999.98,2026-05-04 01:26:17,376,198,Boeing 737
3229,FL970653,258,Delta,297.54,2026-05-26 14:47:45,370,243,Boeing 787
3230,FL455052,162,LATAM,1135.62,2026-05-02 17:37:08,169,59,Boeing 787
3231,FL298621,111,Delta,1195.26,2026-05-21 23:34:51,366,314,Airbus A350
3232,FL584001,97,Delta,529.31,2026-05-29 08:04:23,373,3,Airbus A320
3233,FL680181,273,LATAM,877.77,2026-05-10 13:14:11,150,3,Airbus A320
3234,FL869663,209,Sky,124.81,2026-04-30 21:47:13,198,169,Airbus A320
3235,FL992109,24,Iberia,449.66,2026-05-09 00:05:17,226,213,Airbus A350
3236,FL491532,239,Avianca,620.91,2026-05-04 23:27:32,360,139,Airbus A350
3237,FL216467,140,Sky,1130.89,2026-05-25 13:28:49,239,32,Airbus A320
3238,FL609829,248,LATAM,430.23,2026-05-20 11:47:02,249,135,Boeing 737
3239,FL533253,221,Avianca,797.58,2026-05-22 06:12:34,197,144,Airbus A350
3240,FL662095,246,Sky,741.65,2026-05-13 21:33:37,337,193,Airbus A350
3241,FL198778,25,Iberia,123.52,2026-05-22 14:33:08,180,161,Airbus A350
3242,FL660963,245,LATAM,284.71,2026-05-07 20:22:47,206,120,Boeing 787
3243,FL204383,280,American Airlines,181.22,2026-05-28 16:51:16,306,136,Airbus A350
3244,FL227257,70,LATAM,804.89,2026-05-21 17:50:25,206,139,Boeing 737
3245,FL297598,149,LATAM,968.51,2026-05-14 21:58:21,218,59,Boeing 787
3246,FL849321,181,Iberia,1005.6,2026-05-11 12:08:30,270,257,Boeing 787
3247,FL595985,286,Iberia,434.71,2026-05-02 12:04:04,355,137,Boeing 787
3248,FL765183,236,Sky,855.88,2026-05-29 21:54:05,281,233,Boeing 737
3249,FL565181,134,Delta,133.57,2026-05-15 08:39:03,329,184,Boeing 787
3250,FL611207,173,American Airlines,437.14,2026-05-22 20:04:03,312,224,Airbus A320
3251,FL212876,114,Iberia,356.25,2026-05-06 08:41:01,348,52,Boeing 737
3252,FL182373,263,Avianca,838.44,2026-05-12 01:15:54,273,139,Airbus A320
3253,FL224705,243,American Airlines,728.9,2026-05-21 09:06:26,182,156,Airbus A320
3254,FL608792,208,Iberia,1194.3,2026-05-14 14:54:54,346,190,Airbus A350
3255,FL161596,296,Avianca,1185.69,2026-05-19 04:52:22,271,89,Boeing 787
3256,FL827252,299,Sky,1072.63,2026-05-09 13:40:03,163,51,Boeing 787
3257,FL772999,64,Avianca,158.05,2026-05-05 09:00:13,338,20,Airbus A320
3258,FL528540,106,Sky,881.1,2026-05-28 19:35:28,320,263,Boeing 737
3259,FL871420,264,LATAM,861.56,2026-05-25 05:54:15,152,17,Airbus A350
3260,FL731943,250,Sky,407.19,2026-05-30 00:08:18,320,303,Boeing 737
3261,FL528897,14,Avianca,1171.94,2026-05-13 15:16:01,304,280,Airbus A320
3262,FL206514,213,LATAM,618.2,2026-05-12 08:55:16,302,219,Boeing 737
3263,FL115799,255,LATAM,639.54,2026-05-18 08:33:48,214,21,Boeing 787
3264,FL386643,189,Delta,227.16,2026-05-16 01:07:15,249,84,Boeing 787
3265,FL852589,48,Iberia,946.18,2026-05-13 00:13:21,230,123,Boeing 737
3266,FL294291,118,Avianca,617.55,2026-05-25 07:59:24,382,183,Airbus A320
3267,FL303428,274,Sky,695.87,2026-05-23 20:54:35,313,105,Airbus A350
3268,FL248532,144,Sky,225.72,2026-05-22 15:56:39,170,125,Airbus A350
3269,FL239534,248,Sky,893.25,2026-05-07 09:50:29,233,135,Airbus A350
3270,FL534704,190,Sky,634.73,2026-05-01 18:33:21,322,22,Airbus A320
3271,FL513120,228,American Airlines,279.51,2026-05-22 11:42:51,296,43,Airbus A350
3272,FL256788,191,Avianca,606.87,2026-05-11 02:41:39,393,201,Boeing 737
3273,FL593478,96,American Airlines,197.73,2026-05-01 15:30:26,293,289,Airbus A350
3274,FL703306,240,Avianca,483.43,2026-05-14 23:55:41,221,151,Boeing 787
3275,FL188921,161,Sky,433.17,2026-05-03 23:07:55,284,250,Boeing 737
3276,FL961362,144,Avianca,1121.26,2026-05-17 20:08:01,232,9,Boeing 787
3277,FL807807,125,LATAM,480.53,2026-05-08 01:01:40,162,145,Airbus A350
3278,FL620480,2,Iberia,364.16,2026-05-02 21:49:16,164,148,Boeing 787
3279,FL486381,248,Sky,374.12,2026-05-19 16:26:27,229,131,Boeing 737
3280,FL364754,124,LATAM,190.12,2026-05-03 15:29:49,225,193,Boeing 737
3281,FL278584,26,Sky,1183.77,2026-05-26 22:51:37,357,32,Airbus A350
3282,FL317182,160,Delta,273.05,2026-05-07 16:34:10,361,349,Airbus A320
3283,FL741129,27,Avianca,774.97,2026-05-06 10:52:26,290,119,Boeing 737
3284,FL752223,155,Avianca,360.44,2026-05-07 01:08:54,391,366,Airbus A350
3285,FL713844,90,American Airlines,812.98,2026-05-04 08:33:07,397,212,Airbus A320
3286,FL122957,232,Delta,1004.28,2026-05-03 10:06:16,156,89,Boeing 787
3287,FL827949,276,Delta,830.53,2026-05-01 03:44:28,221,213,Boeing 787
3288,FL310397,112,Avianca,880.86,2026-05-02 20:51:39,292,250,Airbus A320
3289,FL349080,178,LATAM,923.91,2026-05-03 19:04:40,353,174,Boeing 787
3290,FL468249,13,Avianca,196.77,2026-05-04 15:44:19,240,13,Boeing 737
3291,FL276740,136,Iberia,106.68,2026-05-09 13:25:20,290,177,Boeing 737
3292,FL295021,35,Sky,1053.72,2026-05-25 14:02:22,375,214,Airbus A350
3293,FL587196,265,LATAM,318.44,2026-05-06 20:25:10,328,19,Boeing 787
3294,FL483295,196,Sky,172.28,2026-05-06 20:40:56,285,241,Airbus A320
3295,FL856442,127,Delta,451.1,2026-05-15 19:35:24,340,280,Boeing 737
3296,FL328298,175,Delta,632.08,2026-05-12 02:15:03,346,97,Boeing 787
3297,FL403270,294,Avianca,426.22,2026-05-09 13:16:47,226,167,Boeing 737
3298,FL164370,209,LATAM,875.02,2026-05-14 22:22:45,373,5,Airbus A350
3299,FL621561,175,LATAM,416.96,2026-05-02 03:33:51,187,102,Airbus A350
3300,FL108116,225,LATAM,1063.77,2026-05-27 19:15:03,346,154,Airbus A320
3301,FL182744,142,Sky,197.78,2026-05-30 03:39:42,153,28,Airbus A320
3302,FL100562,130,Delta,274.67,2026-05-13 21:37:06,183,174,Boeing 737
3303,FL267584,58,American Airlines,886.39,2026-05-13 10:36:37,255,168,Boeing 787
3304,FL748159,259,Delta,738.8,2026-05-07 16:23:54,235,172,Boeing 737
3305,FL372776,219,LATAM,238.33,2026-05-24 21:43:23,296,250,Airbus A320
3306,FL799700,286,American Airlines,893.06,2026-05-19 14:04:51,250,7,Airbus A350
3307,FL220349,16,American Airlines,706.17,2026-05-03 14:51:12,382,108,Airbus A350
3308,FL843190,43,Iberia,570.64,2026-05-06 20:17:50,220,158,Boeing 787
3309,FL204054,201,Iberia,822.43,2026-05-28 13:10:53,397,118,Boeing 787
3310,FL241912,140,Delta,904.7,2026-05-16 13:51:33,156,17,Boeing 737
3311,FL317442,203,Avianca,684.18,2026-05-19 09:35:38,377,315,Airbus A350
3312,FL240570,256,Iberia,1163.96,2026-05-28 11:24:27,216,167,Airbus A320
3313,FL763576,35,Avianca,480.54,2026-05-22 13:29:45,222,98,Airbus A320
3314,FL764016,250,Iberia,187.08,2026-05-23 23:21:55,303,107,Boeing 737
3315,FL456676,6,LATAM,805.79,2026-05-11 17:01:39,229,192,Boeing 787
3316,FL537805,202,Iberia,570.99,2026-05-22 23:04:02,371,256,Boeing 787
3317,FL966040,112,American Airlines,434.81,2026-05-22 06:47:56,169,94,Boeing 737
3318,FL926413,282,Iberia,468.7,2026-05-06 20:16:52,268,43,Boeing 737
3319,FL438880,124,Delta,463.22,2026-05-08 18:19:17,383,2,Airbus A320
3320,FL358859,16,LATAM,257.86,2026-05-10 10:19:34,302,282,Boeing 787
3321,FL305522,104,LATAM,761.37,2026-05-24 21:52:44,297,223,Boeing 737
3322,FL431546,143,LATAM,1075.08,2026-05-02 22:15:29,194,124,Boeing 737
3323,FL180254,15,LATAM,630.08,2026-05-14 02:03:49,281,247,Airbus A350
3324,FL875958,93,Delta,1051.38,2026-05-27 13:12:08,367,148,Airbus A350
3325,FL167217,286,Iberia,951.53,2026-05-12 06:46:21,211,26,Airbus A350
3326,FL666882,153,Avianca,144.49,2026-05-28 17:29:50,367,120,Boeing 787
3327,FL311071,211,Sky,332.29,2026-05-05 09:00:18,384,162,Boeing 737
3328,FL408481,278,Sky,627.55,2026-05-25 21:27:55,379,195,Airbus A350
3329,FL595799,280,Avianca,678.01,2026-05-28 15:33:20,357,176,Boeing 787
3330,FL568908,127,Iberia,681.33,2026-05-06 02:06:49,216,132,Airbus A350
3331,FL796671,33,Avianca,920.89,2026-04-30 12:56:32,267,94,Airbus A350
3332,FL490604,117,Sky,1178.9,2026-05-14 08:16:15,178,173,Boeing 737
3333,FL459904,263,Iberia,1093.1,2026-05-03 22:11:28,358,292,Airbus A350
3334,FL583852,43,Iberia,283.17,2026-05-12 22:29:28,200,3,Boeing 787
3335,FL877322,68,Sky,332.6,2026-04-30 22:28:53,341,102,Airbus A320
3336,FL314983,232,Sky,296.05,2026-05-16 13:33:42,348,255,Boeing 787
3337,FL286671,152,Delta,316.5,2026-05-02 12:16:22,229,82,Airbus A320
3338,FL459943,265,Iberia,195.67,2026-05-03 14:24:38,373,155,Boeing 737
3339,FL511264,101,Avianca,1001.28,2026-05-14 00:53:00,373,261,Boeing 787
3340,FL988648,258,LATAM,1069.81,2026-05-16 12:48:53,169,16,Boeing 737
3341,FL164852,262,Iberia,312.49,2026-05-29 15:00:19,339,214,Boeing 737
3342,FL965627,267,American Airlines,311.75,2026-05-10 04:34:17,166,130,Boeing 787
3343,FL521387,214,LATAM,293.27,2026-05-23 22:38:33,325,158,Boeing 737
3344,FL503417,291,American Airlines,530.67,2026-05-02 02:37:18,228,81,Airbus A350
3345,FL168845,211,LATAM,146.95,2026-05-04 22:10:25,218,101,Airbus A320
3346,FL571765,144,Sky,830.98,2026-05-08 21:45:32,394,285,Boeing 787
3347,FL382583,153,Delta,963.65,2026-05-07 23:24:43,328,23,Boeing 787
3348,FL407486,289,LATAM,731.45,2026-05-26 01:28:09,198,37,Boeing 737
3349,FL802210,233,Delta,742.88,2026-05-10 14:44:50,284,101,Airbus A320
3350,FL255562,14,LATAM,1041.39,2026-05-29 03:12:32,291,6,Boeing 787
3351,FL490572,272,Delta,796.52,2026-05-10 18:50:18,292,49,Boeing 737
3352,FL720526,107,Delta,167.4,2026-05-25 02:41:44,273,190,Boeing 737
3353,FL152318,218,LATAM,1151.6,2026-05-30 03:36:13,325,281,Boeing 787
3354,FL744530,252,Iberia,1162.2,2026-05-06 09:45:52,270,255,Airbus A350
3355,FL123852,105,LATAM,1052.1,2026-05-04 12:52:26,347,161,Airbus A320
3356,FL462757,90,Sky,1150.54,2026-05-04 00:10:14,154,127,Boeing 737
3357,FL906634,142,Delta,127.43,2026-05-19 12:18:24,162,136,Boeing 737
3358,FL611563,59,Avianca,408.51,2026-05-01 09:34:08,389,258,Airbus A320
3359,FL931051,45,Iberia,687.07,2026-05-05 15:49:11,255,233,Boeing 787
3360,FL568070,236,LATAM,558.12,2026-05-17 21:10:55,155,153,Boeing 787
3361,FL235369,262,LATAM,272.05,2026-05-21 18:15:10,193,156,Airbus A350
3362,FL657776,300,Avianca,349.54,2026-05-11 10:43:36,372,178,Boeing 787
3363,FL633557,92,Iberia,829.41,2026-05-15 06:32:44,221,199,Boeing 787
3364,FL651389,290,Delta,797.21,2026-05-13 05:48:10,343,278,Airbus A350
3365,FL335948,232,LATAM,843.82,2026-05-10 16:01:06,216,149,Airbus A350
3366,FL856395,9,Delta,240.99,2026-05-01 17:34:44,247,45,Airbus A320
3367,FL587374,281,LATAM,538.67,2026-05-08 09:57:51,259,236,Airbus A320
3368,FL432181,278,LATAM,1055.46,2026-05-27 21:13:15,277,29,Boeing 737
3369,FL305982,72,Iberia,589.94,2026-05-11 06:19:42,271,130,Boeing 737
3370,FL525866,8,LATAM,415.76,2026-05-20 12:10:22,151,110,Airbus A320
3371,FL298728,151,Delta,211.42,2026-05-21 04:14:22,307,58,Boeing 737
3372,FL823807,288,Avianca,276.73,2026-05-26 11:07:14,297,229,Airbus A350
3373,FL742419,56,American Airlines,570.08,2026-05-04 14:50:11,352,199,Airbus A350
3374,FL904662,83,Sky,1176.75,2026-05-04 13:56:53,176,138,Boeing 787
3375,FL421472,106,Iberia,890.55,2026-05-09 17:36:56,165,108,Airbus A350
3376,FL921163,276,Delta,1086.36,2026-05-14 19:57:02,329,196,Boeing 737
3377,FL725839,99,Iberia,519.97,2026-05-15 15:10:54,201,153,Boeing 737
3378,FL551246,276,LATAM,544.11,2026-05-29 11:08:29,398,367,Airbus A320
3379,FL763688,107,Iberia,492.85,2026-05-29 04:31:23,266,229,Airbus A350
3380,FL181000,276,American Airlines,254.53,2026-05-17 21:53:29,334,291,Airbus A350
3381,FL102267,254,American Airlines,1004.16,2026-05-14 03:09:40,340,254,Airbus A350
3382,FL471481,217,Iberia,1194.46,2026-05-07 13:08:44,229,32,Airbus A350
3383,FL863212,65,LATAM,806.72,2026-05-27 22:10:38,221,7,Airbus A320
3384,FL749653,70,Sky,902.65,2026-05-10 03:30:40,347,92,Airbus A320
3385,FL503717,57,LATAM,315.09,2026-05-30 00:49:24,332,94,Airbus A350
3386,FL641072,123,Sky,978.51,2026-05-21 05:13:06,341,95,Airbus A350
3387,FL267282,136,Delta,646.59,2026-05-25 02:24:36,325,267,Airbus A350
3388,FL495573,78,Sky,389.27,2026-05-19 09:24:27,162,47,Airbus A320
3389,FL549007,57,Delta,145.5,2026-05-09 09:13:37,210,66,Airbus A350
3390,FL844376,292,Avianca,124.41,2026-05-03 04:18:03,357,253,Boeing 737
3391,FL608812,32,Avianca,551.96,2026-05-07 00:32:03,289,208,Boeing 737
3392,FL696749,94,Delta,300.03,2026-05-17 10:46:29,202,109,Boeing 737
3393,FL907533,234,Delta,373.69,2026-05-17 06:19:28,339,252,Airbus A350
3394,FL817855,265,Sky,597.03,2026-05-01 18:03:18,172,67,Boeing 737
3395,FL182978,123,Sky,1197.27,2026-05-29 21:57:56,338,84,Airbus A350
3396,FL494647,111,Delta,1102.9,2026-05-15 07:28:51,277,127,Boeing 787
3397,FL501998,133,Avianca,1166.48,2026-05-05 19:41:32,370,291,Airbus A350
3398,FL985671,82,Iberia,362.08,2026-05-15 09:56:59,199,27,Boeing 737
3399,FL834139,238,American Airlines,281.63,2026-05-05 15:02:31,325,54,Airbus A350
3400,FL242506,104,Avianca,1065.96,2026-05-18 08:08:54,329,205,Boeing 787
3401,FL767603,220,American Airlines,1179.51,2026-05-17 18:40:59,288,105,Boeing 737
3402,FL784954,191,LATAM,212.41,2026-04-30 19:51:23,319,54,Airbus A320
3403,FL121338,153,Delta,148.4,2026-05-09 17:17:09,294,118,Airbus A350
3404,FL326278,148,LATAM,1187.81,2026-05-10 06:23:08,345,54,Airbus A320
3405,FL729080,29,American Airlines,965.37,2026-05-04 03:37:37,206,2,Airbus A320
3406,FL525655,112,Avianca,708.14,2026-05-13 13:48:10,357,74,Boeing 737
3407,FL160486,77,Delta,944.27,2026-05-13 23:08:34,215,14,Airbus A320
3408,FL318906,49,LATAM,605.12,2026-05-05 21:15:06,179,63,Airbus A350
3409,FL282275,290,Sky,298.01,2026-05-02 01:47:01,373,237,Airbus A350
3410,FL670531,56,Sky,651.01,2026-05-23 18:09:08,226,174,Boeing 787
3411,FL830471,233,Iberia,546.61,2026-05-03 17:29:18,372,341,Boeing 787
3412,FL870255,273,Delta,445.52,2026-05-27 12:51:18,206,54,Boeing 787
3413,FL518878,153,Iberia,408.22,2026-05-16 12:20:26,297,69,Airbus A320
3414,FL236039,34,Delta,457.01,2026-05-07 13:37:31,277,128,Boeing 737
3415,FL301132,34,Iberia,1165.93,2026-05-26 07:31:37,334,269,Boeing 737
3416,FL218127,230,Sky,604.82,2026-05-25 11:39:38,253,73,Airbus A320
3417,FL398952,174,Avianca,364.6,2026-05-14 23:16:19,248,8,Airbus A350
3418,FL848842,73,Iberia,467.62,2026-05-14 17:33:47,299,164,Airbus A320
3419,FL625408,190,LATAM,444.38,2026-05-06 14:06:42,313,104,Boeing 737
3420,FL487013,107,American Airlines,469.19,2026-05-14 10:37:20,190,77,Boeing 737
3421,FL831301,179,LATAM,612.14,2026-05-08 18:05:08,231,72,Airbus A350
3422,FL544528,87,Sky,741.37,2026-05-10 14:26:17,376,225,Airbus A320
3423,FL444610,60,American Airlines,670.92,2026-05-15 16:28:24,214,95,Airbus A320
3424,FL533614,79,American Airlines,751.25,2026-05-18 20:16:11,360,44,Airbus A320
3425,FL214397,167,Delta,1131.42,2026-05-09 15:45:26,199,58,Airbus A350
3426,FL905538,41,Delta,1052.36,2026-05-15 09:49:17,398,344,Boeing 787
3427,FL714272,46,Delta,1108.2,2026-05-14 23:51:14,237,17,Boeing 737
3428,FL514890,57,Avianca,235.02,2026-05-11 03:32:32,216,132,Airbus A320
